WigleWifi-1.4,appRelease=2.26,model=SM-G930F,release=6.0.1,device=herolte,display=MMB29K.G930FXXU1APF2,board=universal8890,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:07:56,0,-95,32.1263201117881,34.8105590603955,39.7459866188775,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:08:02,0,-95,32.1277389536994,34.8105072631688,39.7327695351028,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:08:08,0,-95,32.1293192400041,34.8104583627237,39.99540501766,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:08:14,0,-95,32.130915427895,34.8104114417839,40.2248550195371,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:08:20,0,-95,32.1324087017264,34.8103402473368,40.5205058699669,4,GSM
42503_6641_592388,Pmobile,UNKNOWN;il,2017-12-17 20:08:26,0,-95,32.1339593979061,34.8102456667242,40.4274200147136,4,GSM
42503_6641_260098,Pmobile,UNKNOWN;il,2017-12-17 20:08:29,0,-95,32.134798729576,34.8102222685434,40.4285560121088,4,GSM
42503_6641_260098,Pmobile,UNKNOWN;il,2017-12-17 20:08:35,0,-95,32.1365059506661,34.8101828475629,40.2729880273811,4,GSM
42503_6641_260098,Pmobile,UNKNOWN;il,2017-12-17 20:08:41,0,-95,32.1381162672857,34.8101450242836,40.0253333711329,4,GSM
42503_6641_260097,Pmobile,UNKNOWN;il,2017-12-17 20:08:47,0,-95,32.1395581983358,34.8101230336576,39.2476025793428,6,GSM
42503_6641_260097,Pmobile,UNKNOWN;il,2017-12-17 20:08:53,0,-95,32.140959540799,34.8100912833105,38.8623405443939,6,GSM
42503_6641_260097,Pmobile,UNKNOWN;il,2017-12-17 20:08:59,0,-95,32.1423309668324,34.8101466708384,38.9798599081332,6,GSM
42503_6641_260097,Pmobile,UNKNOWN;il,2017-12-17 20:09:05,0,-95,32.1435312940052,34.8103224362605,39.7302492053521,4,GSM
42503_6641_260097,Pmobile,UNKNOWN;il,2017-12-17 20:09:11,0,-95,32.1446137227634,34.8105951513886,40.6589645169496,4,GSM
42503_6641_297475,Pmobile,UNKNOWN;il,2017-12-17 20:09:17,0,-95,32.1455033084457,34.8108936005943,41.8935381946885,4,GSM
